+--------+-----------+----------+------------------+--------------+-------------------------------+----------------+-------------------------------+--------------+
|   Best |     Epoch |   Trades |    Win Draw Loss |   Avg profit |                        Profit |   Avg duration |                  Max Drawdown |    Objective |
|        |  166/2000 |      182 |    115    0   67 |        1.67% |      6086.691 USDT  (152.17%) |        5:09:00 |       792.203 USDT   (39.57%) | -6,086.69067 |
|        |  167/2000 |      266 |    158    0  108 |        1.11% |      5888.759 USDT  (147.22%) |        3:53:00 |       797.602 USDT   (39.84%) | -5,888.75895 |
|        |  168/2000 |      157 |     98    0   59 |        1.60% |      5036.132 USDT  (125.90%) |        5:14:00 |       849.854 USDT   (42.45%) | -5,036.13242 |
|        |  169/2000 |      293 |    170    0  123 |        0.93% |      5430.010 USDT  (135.75%) |        3:54:00 |       693.981 USDT   (34.66%) | -5,430.00982 |
|        |  170/2000 |      221 |    129    0   92 |        1.25% |      5515.753 USDT  (137.89%) |        4:48:00 |       896.398 USDT   (44.78%) | -5,515.75295 |
|        |  171/2000 |      325 |    143    0  182 |       -0.19% |     -1257.963 USDT  (-31.45%) |        8:04:00 |      1573.304 USDT   (78.59%) |  1,257.96327 |
|        |  172/2000 |      203 |    116    0   87 |        1.35% |      5485.984 USDT  (137.15%) |        5:32:00 |       820.883 USDT   (41.00%) | -5,485.98391 |
|        |  173/2000 |      212 |    131    0   81 |        1.46% |      6204.655 USDT  (155.12%) |        4:35:00 |       767.055 USDT   (38.31%) | -6,204.65530 |
|        |  174/2000 |      273 |    161    0  112 |        1.09% |      5941.837 USDT  (148.55%) |        4:10:00 |      1007.356 USDT   (50.32%) | -5,941.83669 |
|        |  175/2000 |      241 |    149    0   92 |        1.36% |      6539.751 USDT  (163.49%) |        4:26:00 |      1007.940 USDT   (50.35%) | -6,539.75138 |
|        |  176/2000 |      172 |    108    0   64 |        1.69% |      5836.268 USDT  (145.91%) |        5:05:00 |       849.854 USDT   (42.45%) | -5,836.26761 |
|        |  177/2000 |      426 |    245    0  181 |        0.54% |      4625.827 USDT  (115.65%) |        4:20:00 |       988.666 USDT   (49.38%) | -4,625.82670 |
|        |  178/2000 |      237 |    142    0   95 |        1.24% |      5869.256 USDT  (146.73%) |        4:20:00 |      1007.940 USDT   (50.35%) | -5,869.25628 |
|        |  179/2000 |      231 |    145    0   86 |        1.39% |      6438.393 USDT  (160.96%) |        4:27:00 |       831.476 USDT   (41.53%) | -6,438.39263 |
|        |  180/2000 |      243 |    146    0   97 |        1.29% |      6273.637 USDT  (156.84%) |        4:11:00 |       978.387 USDT   (48.87%) | -6,273.63730 |
|        |  181/2000 |       79 |     63    0   16 |        2.23% |      3527.036 USDT   (88.18%) |        5:07:00 |       726.939 USDT   (36.31%) | -3,527.03628 |
|        |  182/2000 |      183 |    114    0   69 |        1.56% |      5723.743 USDT  (143.09%) |        5:04:00 |       852.635 USDT   (42.59%) | -5,723.74257 |
|        |  183/2000 |      243 |    146    0   97 |        1.26% |      6109.885 USDT  (152.75%) |        4:26:00 |      1007.940 USDT   (50.35%) | -6,109.88539 |
|        |  184/2000 |      268 |    157    0  111 |        1.11% |      5973.402 USDT  (149.34%) |        4:04:00 |      1053.157 USDT   (52.61%) | -5,973.40172 |
|        |  185/2000 |      288 |    165    0  123 |        0.95% |      5468.741 USDT  (136.72%) |        3:54:00 |      1013.297 USDT   (50.61%) | -5,468.74128 |
|        |  186/2000 |      252 |    144    0  108 |        1.05% |      5296.010 USDT  (132.40%) |        4:01:00 |       837.417 USDT   (41.83%) | -5,296.00968 |
|        |  187/2000 |      285 |    130    0  155 |       -0.02% |      -115.021 USDT   (-2.88%) |        8:09:00 |      1442.532 USDT   (72.05%) |    115.02075 |
|        |  188/2000 |      174 |    115    0   59 |        1.91% |      6668.874 USDT  (166.72%) |        4:46:00 |       417.178 USDT   (20.84%) | -6,668.87431 |
|        |  189/2000 |      179 |    112    0   67 |        1.69% |      6064.852 USDT  (151.62%) |        5:23:00 |       722.700 USDT   (36.10%) | -6,064.85199 |
|        |  190/2000 |      220 |    131    0   89 |        1.22% |      5366.728 USDT  (134.17%) |        4:27:00 |       895.342 USDT   (44.72%) | -5,366.72782 |
|        |  191/2000 |      173 |    109    0   64 |        1.45% |      5024.774 USDT  (125.62%) |        4:53:00 |       990.018 USDT   (49.45%) | -5,024.77405 |
|        |  192/2000 |      233 |    138    0   95 |        1.31% |      6091.141 USDT  (152.28%) |        4:17:00 |       969.322 USDT   (48.42%) | -6,091.14143 |
|        |  193/2000 |      240 |    137    0  103 |        1.02% |      4902.580 USDT  (122.56%) |        4:43:00 |      1133.849 USDT   (56.64%) | -4,902.57986 |
|        |  194/2000 |      229 |    143    0   86 |        1.30% |      5937.253 USDT  (148.43%) |        4:38:00 |      1294.824 USDT   (64.68%) | -5,937.25324 |
|        |  195/2000 |      256 |    149    0  107 |        1.10% |      5618.268 USDT  (140.46%) |        4:21:00 |       974.724 USDT   (48.69%) | -5,618.26790 |
|        |  196/2000 |      215 |    136    0   79 |        1.40% |      6013.184 USDT  (150.33%) |        4:23:00 |      1015.123 USDT   (50.71%) | -6,013.18358 |
|        |  197/2000 |      227 |    139    0   88 |        1.37% |      6236.801 USDT  (155.92%) |        4:19:00 |       955.462 USDT   (47.73%) | -6,236.80140 |
|        |  198/2000 |      249 |    142    0  107 |        0.94% |      4684.234 USDT  (117.11%) |        4:22:00 |       699.352 USDT   (34.93%) | -4,684.23356 |
|        |  199/2000 |      222 |    138    0   84 |        1.03% |      4580.325 USDT  (114.51%) |        5:01:00 |       692.141 USDT   (34.57%) | -4,580.32464 |
|        |  200/2000 |      310 |    175    0  135 |        0.81% |      5017.473 USDT  (125.44%) |        3:46:00 |      1035.175 USDT   (51.71%) | -5,017.47312 |
|        |  201/2000 |      262 |    155    0  107 |        0.78% |      4112.453 USDT  (102.81%) |        4:00:00 |       975.245 USDT   (48.71%) | -4,112.45273 |
|        |  202/2000 |      275 |    161    0  114 |        1.11% |      6133.790 USDT  (153.34%) |        4:08:00 |      1007.356 USDT   (50.32%) | -6,133.78953 |
|        |  203/2000 |      197 |    122    0   75 |        1.38% |      5455.084 USDT  (136.38%) |        4:46:00 |       792.048 USDT   (39.56%) | -5,455.08421 |
|        |  204/2000 |      279 |    161    0  118 |        0.93% |      5199.713 USDT  (129.99%) |        4:02:00 |       894.759 USDT   (44.69%) | -5,199.71348 |
|        |  205/2000 |      251 |    150    0  101 |        1.26% |      6308.559 USDT  (157.71%) |        4:14:00 |      1007.356 USDT   (50.32%) | -6,308.55878 |
|        |  206/2000 |      173 |    108    0   65 |        1.56% |      5403.436 USDT  (135.09%) |        5:19:00 |       857.038 USDT   (42.81%) | -5,403.43585 |
|        |  207/2000 |      261 |    160    0  101 |        0.90% |      4704.574 USDT  (117.61%) |        4:08:00 |      1001.208 USDT   (50.01%) | -4,704.57386 |
|        |  208/2000 |      345 |    163    0  182 |       -0.16% |     -1102.315 USDT  (-27.56%) |        7:27:00 |      1773.172 USDT   (88.57%) |  1,102.31548 |
|        |  209/2000 |      222 |    132    0   90 |        1.32% |      5887.103 USDT  (147.18%) |        4:13:00 |      1007.940 USDT   (50.35%) | -5,887.10260 |
|        |  210/2000 |      189 |    120    0   69 |        1.60% |      6049.261 USDT  (151.23%) |        4:42:00 |       831.476 USDT   (41.53%) | -6,049.26124 |
|        |  211/2000 |      257 |    151    0  106 |        1.12% |      5772.026 USDT  (144.30%) |        4:12:00 |      1007.356 USDT   (50.32%) | -5,772.02625 |
|        |  212/2000 |      261 |    154    0  107 |        1.14% |      5967.748 USDT  (149.19%) |        4:07:00 |      1007.940 USDT   (50.35%) | -5,967.74811 |
|        |  213/2000 |      277 |    161    0  116 |        0.98% |      5444.854 USDT  (136.12%) |        3:57:00 |      1055.249 USDT   (52.71%) | -5,444.85446 |
|        |  214/2000 |      173 |    106    0   67 |        1.60% |      5547.199 USDT  (138.68%) |        5:12:00 |       769.283 USDT   (38.43%) | -5,547.19897 |
|        |  215/2000 |       86 |     67    0   19 |        2.24% |      3848.126 USDT   (96.20%) |        4:53:00 |       342.242 USDT   (17.09%) | -3,848.12641 |
|        |  216/2000 |      175 |    105    0   70 |        1.52% |      5340.076 USDT  (133.50%) |        5:19:00 |       886.275 USDT   (44.27%) | -5,340.07575 |
|        |  217/2000 |      265 |    152    0  113 |        1.01% |      5354.026 USDT  (133.85%) |        4:05:00 |      1013.880 USDT   (50.64%) | -5,354.02586 |
|        |  218/2000 |      253 |    151    0  102 |        1.19% |      6028.716 USDT  (150.72%) |        4:11:00 |      1033.761 USDT   (51.64%) | -6,028.71574 |
|        |  219/2000 |      179 |    111    0   68 |        1.46% |      5229.103 USDT  (130.73%) |        5:02:00 |       885.971 USDT   (44.25%) | -5,229.10340 |
|   Best |  220/2000 |      220 |    142    0   78 |        1.58% |      6939.039 USDT  (173.48%) |        4:20:00 |       831.476 USDT   (41.53%) | -6,939.03901 |
|        |  221/2000 |      207 |    129    0   78 |        1.42% |      5895.728 USDT  (147.39%) |        4:29:00 |      1007.940 USDT   (50.35%) | -5,895.72769 |
|        |  222/2000 |      253 |    153    0  100 |        1.22% |      6164.395 USDT  (154.11%) |        4:07:00 |      1048.725 USDT   (52.38%) | -6,164.39530 |
|        |  223/2000 |      232 |    142    0   90 |        1.18% |      5481.624 USDT  (137.04%) |        4:21:00 |       895.342 USDT   (44.72%) | -5,481.62395 |
|        |  224/2000 |      199 |    126    0   73 |        1.57% |      6258.271 USDT  (156.46%) |        4:32:00 |       895.342 USDT   (44.72%) | -6,258.27093 |
|        |  225/2000 |      220 |    141    0   79 |        1.26% |      5557.468 USDT  (138.94%) |        4:39:00 |       970.590 USDT   (48.48%) | -5,557.46791 |
|        |  226/2000 |      263 |    157    0  106 |        1.20% |      6302.088 USDT  (157.55%) |        4:06:00 |      1014.540 USDT   (50.68%) | -6,302.08813 |
|        |  227/2000 |      522 |    330    0  192 |        0.10% |      1047.280 USDT   (26.18%) |        4:31:00 |      3601.914 USDT  (179.92%) | -1,047.27992 |
|        |  228/2000 |      267 |    158    0  109 |        1.19% |      6360.029 USDT  (159.00%) |        4:18:00 |       968.739 USDT   (48.39%) | -6,360.02886 |
|        |  229/2000 |      228 |    134    0   94 |        1.04% |      4754.119 USDT  (118.85%) |        4:15:00 |       952.811 USDT   (47.59%) | -4,754.11925 |
|        |  230/2000 |      262 |    159    0  103 |        1.27% |      6640.379 USDT  (166.01%) |        4:13:00 |       923.504 USDT   (46.13%) | -6,640.37929 |
|        |  231/2000 |      267 |    159    0  108 |        1.09% |      5844.775 USDT  (146.12%) |        4:06:00 |      1176.653 USDT   (58.77%) | -5,844.77476 |
|        |  232/2000 |      238 |    141    0   97 |        1.24% |      5897.625 USDT  (147.44%) |        4:26:00 |       975.263 USDT   (48.71%) | -5,897.62496 |
|        |  233/2000 |      267 |    155    0  112 |        1.07% |      5726.963 USDT  (143.17%) |        4:13:00 |      1013.297 USDT   (50.61%) | -5,726.96292 |
|        |  234/2000 |      391 |    237    0  154 |        0.56% |      4390.028 USDT  (109.75%) |        4:52:00 |      1599.487 USDT   (79.89%) | -4,390.02769 |
|        |  235/2000 |      166 |    106    0   60 |        1.77% |      5888.999 USDT  (147.22%) |        4:57:00 |       824.218 USDT   (41.17%) | -5,888.99894 |
|        |  236/2000 |      222 |    130    0   92 |        1.18% |      5251.054 USDT  (131.28%) |        4:44:00 |      1016.661 USDT   (50.78%) | -5,251.05437 |
|        |  237/2000 |      214 |    129    0   85 |        1.28% |      5469.342 USDT  (136.73%) |        4:24:00 |      1055.249 USDT   (52.71%) | -5,469.34160 |
|        |  238/2000 |      290 |    168    0  122 |        1.00% |      5787.078 USDT  (144.68%) |        4:06:00 |      1020.481 USDT   (50.97%) | -5,787.07825 |
|        |  239/2000 |      182 |    111    0   71 |        1.62% |      5912.599 USDT  (147.81%) |        5:22:00 |       851.723 USDT   (42.54%) | -5,912.59876 |
|        |  240/2000 |      187 |    118    0   69 |        1.58% |      5906.910 USDT  (147.67%) |        5:00:00 |       857.038 USDT   (42.81%) | -5,906.90977 |
|        |  241/2000 |      176 |    115    0   61 |        1.64% |      5785.023 USDT  (144.63%) |        4:44:00 |       831.402 USDT   (41.53%) | -5,785.02281 |
|        |  242/2000 |      264 |    158    0  106 |        1.17% |      6161.524 USDT  (154.04%) |        4:05:00 |      1014.540 USDT   (50.68%) | -6,161.52388 |
|        |  243/2000 |      260 |    156    0  104 |        1.11% |      5796.624 USDT  (144.92%) |        4:13:00 |      1053.741 USDT   (52.63%) | -5,796.62360 |
|        |  244/2000 |      242 |    147    0   95 |        1.28% |      6220.196 USDT  (155.50%) |        4:10:00 |      1015.123 USDT   (50.71%) | -6,220.19625 |
|        |  245/2000 |      221 |    137    0   84 |        1.37% |      6041.760 USDT  (151.04%) |        4:19:00 |      1055.249 USDT   (52.71%) | -6,041.75990 |
|        |  246/2000 |      218 |    130    0   88 |        1.16% |      5048.722 USDT  (126.22%) |        4:22:00 |       977.704 USDT   (48.84%) | -5,048.72151 |
|        |  247/2000 |      191 |    126    0   65 |        1.64% |      6258.680 USDT  (156.47%) |        4:41:00 |       831.402 USDT   (41.53%) | -6,258.67988 |
|        |  248/2000 |      268 |    155    0  113 |        0.96% |      5151.794 USDT  (128.79%) |        4:10:00 |       929.444 USDT   (46.43%) | -5,151.79418 |
|        |  249/2000 |      260 |    155    0  105 |        1.01% |      5248.772 USDT  (131.22%) |        4:02:00 |      1244.233 USDT   (62.15%) | -5,248.77184 |
|        |  250/2000 |      307 |    180    0  127 |        0.64% |      3942.607 USDT   (98.57%) |        3:52:00 |       969.305 USDT   (48.42%) | -3,942.60743 |
|        |  251/2000 |      208 |    135    0   73 |        1.21% |      5040.299 USDT  (126.01%) |        4:25:00 |       907.729 USDT   (45.34%) | -5,040.29898 |
|        |  252/2000 |      238 |    142    0   96 |        1.22% |      5832.490 USDT  (145.81%) |        4:12:00 |      1033.761 USDT   (51.64%) | -5,832.48959 |
|        |  253/2000 |      163 |    104    0   59 |        1.73% |      5639.796 USDT  (140.99%) |        5:09:00 |       849.854 USDT   (42.45%) | -5,639.79616 |
|        |  254/2000 |      167 |    105    0   62 |        1.44% |      4831.045 USDT  (120.78%) |        4:56:00 |       929.453 USDT   (46.43%) | -4,831.04474 |
|        |  255/2000 |      176 |    109    0   67 |        1.63% |      5759.676 USDT  (143.99%) |        5:02:00 |       830.159 USDT   (41.47%) | -5,759.67606 |
|        |  256/2000 |      271 |    162    0  109 |        1.14% |      6177.062 USDT  (154.43%) |        4:08:00 |      1015.123 USDT   (50.71%) | -6,177.06225 |
|        |  257/2000 |      294 |    166    0  128 |        0.91% |      5334.610 USDT  (133.37%) |        4:01:00 |      1015.123 USDT   (50.71%) | -5,334.60993 |
|        |  258/2000 |      192 |    123    0   69 |        1.58% |      6090.171 USDT  (152.25%) |        4:45:00 |       831.476 USDT   (41.53%) | -6,090.17079 |
|        |  259/2000 |      226 |    143    0   83 |        1.42% |      6421.865 USDT  (160.55%) |        4:15:00 |       831.476 USDT   (41.53%) | -6,421.86493 |
|        |  260/2000 |      179 |    117    0   62 |        1.61% |      5780.342 USDT  (144.51%) |        4:38:00 |       831.402 USDT   (41.53%) | -5,780.34236 |
|        |  261/2000 |      291 |    169    0  122 |        0.95% |      5517.036 USDT  (137.93%) |        3:53:00 |      1020.481 USDT   (50.97%) | -5,517.03562 |
|        |  262/2000 |      177 |    112    0   65 |        1.51% |      5360.721 USDT  (134.02%) |        4:50:00 |      1049.308 USDT   (52.41%) | -5,360.72109 |
|        |  263/2000 |      286 |    162    0  124 |        0.99% |      5654.525 USDT  (141.36%) |        4:07:00 |      1010.137 USDT   (50.46%) | -5,654.52513 |
|        |  264/2000 |      178 |    110    0   68 |        1.58% |      5635.638 USDT  (140.89%) |        5:03:00 |       830.159 USDT   (41.47%) | -5,635.63824 |
|        |  265/2000 |      241 |    155    0   86 |        1.34% |      6453.211 USDT  (161.33%) |        4:07:00 |      1014.414 USDT   (50.67%) | -6,453.21132 |
|        |  266/2000 |      233 |    140    0   93 |        1.15% |      5359.750 USDT  (133.99%) |        4:23:00 |      1214.360 USDT   (60.66%) | -5,359.75034 |
|        |  267/2000 |      374 |    207    0  167 |        0.74% |      5525.046 USDT  (138.13%) |        3:38:00 |       926.718 USDT   (46.29%) | -5,525.04578 |
|        |  268/2000 |      199 |    125    0   74 |        1.50% |      5962.148 USDT  (149.05%) |        4:32:00 |      1007.940 USDT   (50.35%) | -5,962.14818 |
|        |  269/2000 |      186 |    113    0   73 |        1.40% |      5199.727 USDT  (129.99%) |        5:09:00 |      1073.627 USDT   (53.63%) | -5,199.72655 |
|        |  270/2000 |      199 |    132    0   67 |        1.56% |      6228.877 USDT  (155.72%) |        4:25:00 |       556.629 USDT   (27.80%) | -6,228.87719 |
|        |  271/2000 |      249 |    150    0   99 |        1.20% |      5998.875 USDT  (149.97%) |        4:05:00 |      1033.761 USDT   (51.64%) | -5,998.87473 |
|        |  272/2000 |      264 |    154    0  110 |        1.10% |      5807.804 USDT  (145.20%) |        4:12:00 |      1007.356 USDT   (50.32%) | -5,807.80357 |
|        |  273/2000 |      246 |    145    0  101 |        1.23% |      6056.676 USDT  (151.42%) |        4:24:00 |      1033.761 USDT   (51.64%) | -6,056.67559 |
